iter	Passed	Remaining
1670	237217	46705
1671	237317	46555
1672	237419	46405
1673	237517	46254
1674	237616	46104
1675	237714	45954
1676	237810	45803
1677	237899	45651
1678	237999	45501
1679	238092	45351
1680	238200	45202
1681	238297	45052
1682	238394	44902
1683	238482	44750
1684	238577	44600
1685	238678	44451
1686	238792	44304
1687	238874	44152
1688	238996	44007
1689	239103	43859
1690	239212	43711
1691	239314	43563
1692	239395	43410
1693	239493	43261
1694	239580	43110
1695	239696	42964
1696	239807	42817
1697	239889	42665
1698	239989	42517
1699	240096	42369
1700	240202	42222
1701	240281	42070
1702	240378	41921
1703	240477	41773
1704	240581	41625
1705	240682	41477
1706	240781	41329
1707	240889	41182
1708	241012	41038
1709	241112	40890
1710	241229	40745
1711	241311	40594
1712	241399	40444
1713	241499	40296
1714	241587	40147
1715	241688	39999
1716	241777	39850
1717	241871	39701
1718	241968	39553
1719	242065	39406
1720	242162	39258
1721	242275	39112
1722	242372	38965
1723	242472	38818
1724	242577	38671
1725	242664	38522
1726	242766	38375
1727	242870	38229
1728	242969	38082
1729	243079	37937
1730	243180	37790
1731	243279	37643
1732	243372	37495
1733	243486	37351
1734	243582	37204
1735	243689	37058
1736	243802	36914
1737	243915	36769
1738	244027	36625
1739	244142	36480
1740	244252	36336
1741	244348	36189
1742	244457	36044
1743	244560	35898
1744	244663	35753
1745	244771	35608
1746	244901	35466
1747	245014	35322
1748	245124	35177
1749	245265	35037
1750	245396	34896
1751	245534	34756
1752	245654	34612
1753	245762	34468
1754	245887	34326
1755	246031	34186
1756	246137	34041
1757	246271	33900
1758	246395	33758
1759	246522	33616
1760	246625	33471
1761	246759	33330
1762	246889	33189
1763	247010	33046
1764	247120	32902
1765	247218	32757
1766	247321	32612
1767	247427	32467
1768	247543	32324
1769	247635	32178
1770	247720	32031
1771	247849	31890
1772	247946	31745
1773	248066	31602
1774	248170	31458
1775	248292	31316
1776	248398	31172
1777	248497	31027
1778	248634	30887
1779	248732	30742
1780	248848	30599
1781	248974	30458
1782	249095	30316
1783	249207	30173
1784	249308	30028
1785	249402	29883
1786	249523	29741
1787	249653	29600
1788	249753	29456
1789	249867	29314
1790	249984	29171
1791	250118	29031
1792	250222	28887
1793	250317	28743
1794	250422	28599
1795	250530	28456
1796	250621	28311
1797	250725	28168
1798	250828	28024
1799	250934	27881
1800	251050	27739
1801	251162	27597
1802	251275	27454
1803	251382	27312
1804	251497	27170
1805	251617	27028
1806	251727	26886
1807	251831	26743
1808	251945	26601
1809	252055	26458
1810	252154	26315
1811	252306	26177
1812	252405	26034
1813	252528	25893
1814	252634	25750
1815	252730	25607
1816	252829	25463
1817	252927	25320
1818	253027	25177
1819	253150	25036
1820	253289	24897
1821	253404	24756
1822	253520	24614
1823	253619	24472
1824	253755	24332
1825	253856	24190
1826	253971	24048
1827	254070	23905
1828	254161	23762
1829	254261	23619
1830	254363	23477
1831	254470	23335
1832	254582	23194
1833	254692	23052
1834	254834	22914
1835	254948	22773
1836	255049	22630
1837	255157	22489
1838	255254	22346
1839	255354	22204
1840	255457	22062
1841	255557	21920
1842	255679	21780
1843	255803	21640
1844	255917	21499
1845	256052	21360
1846	256175	21220
1847	256292	21080
1848	256397	20938
1849	256531	20799
1850	256672	20661
1851	256803	20522
1852	256915	20381
1853	257023	20240
1854	257129	20099
1855	257225	19957
1856	257333	19816
1857	257432	19674
1858	257546	19534
1859	257654	19393
1860	257761	19252
1861	257859	19110
1862	257980	18971
1863	258084	18830
1864	258186	18689
1865	258288	18548
1866	258385	18406
1867	258488	18265
1868	258584	18124
1869	258698	17984
1870	258796	17843
1871	258890	17701
1872	258995	17561
1873	259097	17420
1874	259201	17280
1875	259306	17139
1876	259410	16999
1877	259510	16858
1878	259598	16717
1879	259706	16576
1880	259798	16435
1881	259899	16295
1882	259999	16155
1883	260092	16014
1884	260174	15872
1885	260257	15731
1886	260339	15590
1887	260435	15449
1888	260533	15309
1889	260622	15168
1890	260709	15027
1891	260795	14886
1892	260888	14746
1893	260972	14605
1894	261059	14465
1895	261170	14325
1896	261267	14185
1897	261357	14045
1898	261448	13905
1899	261537	13765
1900	261617	13624
1901	261725	13485
1902	261806	13344
1903	261900	13205
1904	261974	13064
1905	262056	12924
1906	262136	12783
1907	262233	12644
1908	262305	12503
1909	262395	12364
1910	262482	12224
1911	262579	12085
1912	262661	11945
1913	262746	11805
1914	262828	11666
1915	262919	11526
1916	263005	11387
1917	263093	11247
1918	263171	11108
1919	263270	10969
1920	263381	10831
1921	263464	10692
1922	263553	10553
1923	263633	10413
1924	263729	10275
1925	263815	10136
1926	263911	9997
1927	264010	9859
1928	264102	9720
1929	264198	9582
1930	264288	9443
1931	264372	9305
1932	264448	9166
1933	264530	9027
1934	264619	8889
1935	264705	8750
1936	264789	8612
1937	264871	8473
1938	264955	8335
1939	265044	8197
1940	265129	8059
1941	265212	7920
1942	265297	7782
1943	265394	7645
1944	265468	7506
1945	265535	7368
1946	265609	7230
1947	265679	7092
1948	265752	6954
1949	265825	6816
1950	265892	6677
1951	265961	6540
1952	266032	6402
1953	266105	6264
1954	266179	6126
1955	266253	5989
1956	266324	5851
1957	266399	5714
1958	266476	5577
1959	266552	5439
1960	266635	5302
1961	266718	5165
1962	266794	5028
1963	266879	4891
1964	266960	4755
1965	267044	4618
1966	267128	4481
1967	267194	4344
1968	267265	4207
1969	267344	4071
1970	267426	3934
1971	267493	3798
1972	267562	3661
1973	267625	3524
1974	267691	3388
1975	267763	3252
1976	267839	3115
1977	267910	2979
1978	267989	2843
1979	268052	2707
1980	268116	2571
1981	268180	2435
1982	268253	2299
1983	268313	2163
1984	268370	2027
1985	268433	1892
1986	268504	1756
1987	268558	1621
1988	268615	1485
1989	268658	1350
1990	268698	1214
1991	268742	1079
1992	268783	944
1993	268821	808
1994	268855	673
1995	268891	538
1996	268926	403
1997	268962	269
1998	268999	134
1999	269034	0
