iter	MultiClass
1506	0.06331803852
1507	0.06329422874
1508	0.06327488153
1509	0.06326076311
1510	0.06324212029
1511	0.06322056214
1512	0.06320297468
1513	0.06318207498
1514	0.06313559135
1515	0.0631042171
1516	0.06306607956
1517	0.06305202718
1518	0.06302272171
1519	0.06300696968
1520	0.06298591806
1521	0.06295358526
1522	0.06292983315
1523	0.0629068409
1524	0.06288128015
1525	0.06285862363
1526	0.06282768235
1527	0.06279825099
1528	0.06276807617
1529	0.06274938502
1530	0.06272597644
1531	0.06269891907
1532	0.0626757913
1533	0.06264684739
1534	0.0626191596
1535	0.06259194657
1536	0.06254706378
1537	0.06252353338
1538	0.06248932362
1539	0.06246198646
1540	0.06243509654
1541	0.06241001176
1542	0.06237926638
1543	0.06234345712
1544	0.06232716282
1545	0.06230496023
1546	0.06228948119
1547	0.06226716659
1548	0.06224574681
1549	0.06222227344
1550	0.06220595163
1551	0.06217255041
1552	0.06214815737
1553	0.06213528337
1554	0.06212454159
1555	0.06210605364
1556	0.06206866719
1557	0.06204315366
1558	0.0620170864
1559	0.06197288094
1560	0.06194491129
1561	0.06193326667
1562	0.06189679173
1563	0.06188416292
1564	0.06186691964
1565	0.06183346413
1566	0.06180142973
1567	0.0617903982
1568	0.06175648062
1569	0.06173475208
1570	0.06171424389
1571	0.06169363825
1572	0.06167595696
1573	0.06164389187
1574	0.06162186187
1575	0.06159328059
1576	0.06157152095
1577	0.0615489522
1578	0.0615209856
1579	0.06149716616
1580	0.06145130308
1581	0.06139623214
1582	0.06137787372
1583	0.06135181183
1584	0.06133558207
1585	0.06130136974
1586	0.06127175726
1587	0.06125864147
1588	0.06122811234
1589	0.06120254418
1590	0.06117911343
1591	0.06115272596
1592	0.06112642007
1593	0.06108391055
1594	0.06105147377
1595	0.06102273605
1596	0.0609898137
1597	0.06096967894
1598	0.06095672622
1599	0.06094188492
1600	0.06090515281
1601	0.06087124342
1602	0.06083838204
1603	0.06080626606
1604	0.06076755572
1605	0.06073623821
1606	0.06069492298
1607	0.06066938635
1608	0.06063383375
1609	0.06060867364
1610	0.06057166405
1611	0.06055296554
1612	0.06053207475
1613	0.06050974567
1614	0.06046821768
1615	0.06044694066
1616	0.06040874573
1617	0.06038079662
1618	0.06036330077
1619	0.06033122624
1620	0.06030598578
1621	0.06028769941
1622	0.06027327041
1623	0.06024042994
1624	0.06021606147
1625	0.06019092574
1626	0.06015013411
1627	0.06011672404
1628	0.06009887594
1629	0.06008666886
1630	0.06005848429
1631	0.06003515413
1632	0.06000117333
1633	0.05998197749
1634	0.05994677827
1635	0.05990924845
1636	0.05988491021
1637	0.05986146734
1638	0.05983111518
1639	0.05980910062
1640	0.05978608054
1641	0.05976511856
1642	0.05973285953
1643	0.05969304676
1644	0.05966270443
1645	0.05963597354
1646	0.05960526644
1647	0.05957186524
1648	0.05953974258
1649	0.05951274247
1650	0.05948252242
1651	0.05944508991
1652	0.05942231472
1653	0.05939205868
1654	0.05936499486
1655	0.05933697185
1656	0.05930927793
1657	0.05929347824
1658	0.05926224624
1659	0.05925111436
1660	0.05923442535
1661	0.05920331155
1662	0.0591709777
1663	0.05914739065
1664	0.05910942083
1665	0.05908115629
1666	0.05905384565
1667	0.05903078944
1668	0.05900296744
1669	0.05895471959
1670	0.05892769046
1671	0.05889277996
1672	0.05887391545
1673	0.05885662719
1674	0.05883497558
1675	0.05880366156
1676	0.05876524728
1677	0.05874495916
1678	0.05871768424
1679	0.05868421297
1680	0.05866216925
1681	0.05864507116
1682	0.05862505074
1683	0.05859515031
1684	0.05857339503
1685	0.05854844717
1686	0.05852190048
1687	0.05850657024
1688	0.05848470117
1689	0.05846409428
1690	0.05844181052
1691	0.05841867239
1692	0.05839221025
1693	0.05837676537
1694	0.05836143716
1695	0.0583466108
1696	0.05831940981
1697	0.05827070599
1698	0.05825232383
1699	0.05823010661
1700	0.05820062072
1701	0.05816375253
1702	0.05813162272
1703	0.05810898036
1704	0.0580889715
1705	0.05806483606
1706	0.05804490844
1707	0.05802706692
1708	0.05800154172
1709	0.05797374126
1710	0.05794805604
1711	0.05792728068
1712	0.05791154673
1713	0.05788811277
1714	0.0578582615
1715	0.05783396724
1716	0.05779806288
1717	0.05778549782
1718	0.05776518369
1719	0.0577335902
1720	0.05771165861
1721	0.05769320445
1722	0.05767581264
1723	0.05765611994
1724	0.0576133098
1725	0.05760164477
1726	0.05756329333
1727	0.05753512166
1728	0.0575145817
1729	0.05749416069
1730	0.05747618506
1731	0.05746405404
1732	0.05743417084
1733	0.05739618911
1734	0.05736689771
1735	0.05733779774
1736	0.05731436837
1737	0.05728074986
1738	0.05725691069
1739	0.05721799831
1740	0.05719329935
1741	0.05716602514
1742	0.05713056735
1743	0.05711515339
1744	0.0570886399
1745	0.05706691358
1746	0.0570501749
1747	0.05702844088
1748	0.05699669012
1749	0.0569733543
1750	0.05695118669
1751	0.05692903859
1752	0.05690677547
1753	0.05688790178
1754	0.05686906697
1755	0.05685685709
1756	0.05682664374
1757	0.0568131703
1758	0.0567888285
1759	0.05676689668
1760	0.05674865655
1761	0.0567232291
1762	0.05668859296
1763	0.05665244827
1764	0.05663284594
1765	0.05661064057
1766	0.05658600457
1767	0.05657376694
1768	0.05655641673
1769	0.05654339887
1770	0.05652529023
1771	0.05650104399
1772	0.05648150866
1773	0.05646226609
1774	0.05643153188
1775	0.05638852702
1776	0.0563666455
1777	0.05633365513
1778	0.0563063132
1779	0.05628779362
1780	0.05626920474
1781	0.05624888439
1782	0.05622353152
1783	0.05619755126
1784	0.05617784461
1785	0.05615738535
1786	0.05613911914
1787	0.0561051704
1788	0.05607975029
1789	0.05606096148
1790	0.05602461699
1791	0.05600943357
1792	0.05598716471
1793	0.05596578246
1794	0.05595001153
1795	0.05593334436
1796	0.05591725614
1797	0.05590359476
1798	0.05587256663
1799	0.05584755995
1800	0.05582918862
1801	0.05581121212
1802	0.05579462265
1803	0.05577370392
1804	0.05574019517
1805	0.05571084903
1806	0.05568744934
1807	0.05565650747
1808	0.05562513888
1809	0.05561309539
1810	0.05558771516
1811	0.05557290305
1812	0.05553500998
1813	0.05551750355
1814	0.05549345213
1815	0.05547633136
1816	0.05545043389
1817	0.05542501715
1818	0.05540910464
1819	0.05539315341
1820	0.05537720045
1821	0.05536572893
1822	0.05534414178
1823	0.055320049
1824	0.05528440007
1825	0.05525359782
1826	0.0552378752
1827	0.05521743253
1828	0.05520122432
1829	0.05517772549
1830	0.05515948182
1831	0.05513961349
1832	0.05511686524
1833	0.05509328641
1834	0.05507432764
1835	0.05505914382
1836	0.05504816818
1837	0.05502132535
1838	0.05499208723
1839	0.05497782593
1840	0.05495535224
1841	0.05493247374
1842	0.0549253311
1843	0.05491059826
1844	0.05488589003
1845	0.05487058786
1846	0.05484510748
1847	0.05482263582
1848	0.05479611505
1849	0.05477313495
1850	0.05475135474
1851	0.05474197177
1852	0.05472567032
1853	0.05470707997
1854	0.05467404361
1855	0.05465397073
1856	0.05463516986
1857	0.05460838957
1858	0.05457736383
1859	0.05456265535
1860	0.05454191867
1861	0.05452219675
1862	0.0544964585
1863	0.05446516946
1864	0.05444066682
1865	0.0544097071
1866	0.05440060281
1867	0.05437667464
1868	0.05434520009
1869	0.05433113244
1870	0.05430606259
1871	0.05427394007
1872	0.05423930845
1873	0.05421625429
1874	0.0541911795
1875	0.05417016491
1876	0.05415185998
1877	0.05412741673
1878	0.05410383028
1879	0.054077292
1880	0.0540609288
1881	0.0540459307
1882	0.05402264151
1883	0.05400448911
1884	0.05398512604
1885	0.05397199419
1886	0.0539532254
1887	0.05393583912
1888	0.05391764447
1889	0.05389763067
1890	0.05387527533
1891	0.05384567907
1892	0.05382587567
1893	0.0537971878
1894	0.05378098533
1895	0.05376875043
1896	0.05374685976
1897	0.05373015044
1898	0.05370707543
1899	0.05369434698
1900	0.05366607698
1901	0.05364110162
1902	0.05361832036
1903	0.05359380379
1904	0.05358146417
1905	0.0535655444
1906	0.05354134135
1907	0.05352449363
1908	0.05350067263
1909	0.05349038442
1910	0.05346771873
1911	0.05343667012
1912	0.05341416271
1913	0.05338408612
1914	0.0533654322
1915	0.05334079319
1916	0.0533221751
1917	0.05330492837
1918	0.05327615689
1919	0.05326336532
1920	0.05324446635
1921	0.05322427783
1922	0.05319750108
1923	0.05318039108
1924	0.05315770472
1925	0.05314533429
1926	0.05312538724
1927	0.0531050156
1928	0.05308532615
1929	0.05306270596
1930	0.05304386097
1931	0.05302737969
1932	0.05299838474
1933	0.05297349209
1934	0.05295648903
1935	0.05294189002
1936	0.05291800221
1937	0.05289668115
1938	0.05287787314
1939	0.05284658861
1940	0.05282553878
1941	0.05281098957
1942	0.0527867573
1943	0.05277366236
1944	0.05274411088
1945	0.05272919236
1946	0.05271241659
1947	0.05269961722
1948	0.05268839823
1949	0.0526674522
1950	0.05264704006
1951	0.05262557599
1952	0.05260323905
1953	0.05258478276
1954	0.05256361025
1955	0.0525447136
1956	0.05252240106
1957	0.05250364928
1958	0.05248976896
1959	0.05247073613
1960	0.0524555377
1961	0.05243386227
1962	0.05242322494
1963	0.05241158282
1964	0.05240067103
1965	0.05237953652
1966	0.05235814648
1967	0.05234668947
1968	0.05233120959
1969	0.05230584623
1970	0.05228638174
1971	0.05226148527
1972	0.05223951453
1973	0.0522207373
1974	0.05220888234
1975	0.05219501017
1976	0.05218118734
1977	0.052151502
1978	0.05213148367
1979	0.05211709105
1980	0.05210150386
1981	0.05208186577
1982	0.05206990235
1983	0.05204738102
1984	0.05202896124
1985	0.05200909353
1986	0.05199334636
1987	0.05197449736
1988	0.05195054717
1989	0.05193850145
1990	0.05191682206
1991	0.0518985096
1992	0.05188416889
1993	0.05186706148
1994	0.05184663194
1995	0.05181849163
1996	0.051786227
1997	0.05176798862
1998	0.05174406684
1999	0.05172590745
