iter	MultiClass
464	0.1153895211
465	0.1153077737
466	0.1152097713
467	0.1151312358
468	0.114989195
469	0.1148655374
470	0.114766402
471	0.114687048
472	0.1145722103
473	0.1144511214
474	0.1143532017
475	0.1142550244
476	0.1141651046
477	0.1140439402
478	0.1139168898
479	0.1138387295
480	0.1137488813
481	0.1136578016
482	0.1135361926
483	0.1134616375
484	0.1133668202
485	0.1132284199
486	0.1131466514
487	0.1130614037
488	0.488	0.12071489	0.489	0.12060490	0.490	0.12052491	0.491	0.12043492	0.492	0.12030493	0.493	0.1202494	0.1494	0.1201495	0.1495	0.1200496	0.1121758301
497	0.497	0.11985498	0.498	0.11975499	0.499	0.11966500	0.1117981296
501	0.501	0.11949502	0.502	0.11942503	0.503	0.11929504	0504	0.11923505	0.505	0.11910506	0.1113168141
507	0.1112280518
508	0.1111162684
509	0.111021071
510	0.110938515
511	0.1108455113
512	0.1107659307
513	0.1106869721
514	0.1106116963
515	0.11052497
516	0.1104099632
517	0.1102933879
518	0.1102317972
519	0.1101234017
520	0.110030728
521	0.1099094044
522	0.1098425836
523	0.1097451648
524	0.1096647879
525	0.1096016261
526	0.1094997783
527	0.1093760078
528	0.1093091396
529	0.1092232992
530	0.109143565
531	0.1090414456
532	0.1089741916
533	0.1088786355
534	0.1087777601
535	0.1087135712
536	0.1086646776
537	0.108603665
538	0.1085189101
539	0.1084620798
540	0.1083911722
541	0.1083177426
542	0.1082327782
543	0.1081710862
544	0.1080910305
545	0.108003099
546	0.1079049002
547	0.1077775312
548	0.1076733364
549	0.1075582218
550	0.1074778333
551	0.1074131564
552	0.1073387346
553	0.1072576096
554	0.1071587556
555	0.107097808
556	0.1070012867
557	0.1069272768
558	0.1068428232
559	0.1067670805
560	0.1066860345
561	0.1066143406
562	0.1065201208
563	0.1064578076
564	0.1063708576
565	0.1062950277
566	0.1062148481
567	0.1061333732
568	0.1060284347
569	0.1059433116
570	0.1058634986
571	0.1057516944
572	0.1056398552
573	0.1055516187
574	0.1054467733
575	0.1053449063
576	0.1052892794
577	0.1052218832
578	0.1051396104
579	0.1050577012
580	0.1049847807
581	0.1049264963
582	0.1048631869
583	0.1047838675
584	0.1047106725
585	0.1046326511
586	0.1045830338
587	0.1045282083
588	0.1044698758
589	0.104403159
590	0.104302891
591	0.1041957469
592	0.1041271729
593	0.1040524741
594	0.1039781574
595	0.1038935043
596	0.10380958
597	0.1037431596
598	0.1036499171
599	0.1035935564
600	0.1035269767
601	0.1034160228
602	0.1033471157
603	0.1032793125
604	0.1031955585
605	0.1030798085
606	0.1030307652
607	0.1029618357
608	0.1028719302
609	0.1027989066
610	0.1027495165
611	0.1027104014
612	0.1026313868
613	0.1025805125
614	0.1025172338
615	0.1024405163
616	0.1023331178
617	0.1022621703
618	0.1021821797
619	0.1021387854
620	0.102037846
621	0.1019484408
622	0.1018745042
623	0.101780077
624	0.101677853
625	0.1015720713
626	0.1015203798
627	0.1014341956
628	0.1013706154
629	0.1012960612
630	0.1012398518
631	0.1011556492
632	0.1010728956
633	0.101003372
634	0.1009581815
635	0.1009157684
636	0.1008370303
637	0.1007899839
638	0.1006979447
639	0.1006618325
640	0.100599216
641	0.1005046483
642	0.1004519056
643	0.1003914803
644	0.1003417561
645	0.10025600486646	0.1001836647647	0.1001215648	648	0.1000744649	649	0.1000111650	650	0.0999644651	0651	0.09989652	0.1652	0.0998653	0.10653	0.099654	0.106654	0.09655	0.1067655	0.0656	0.10662656	0.657	0.106551657	0658	0.1064691658	659	0.1063675659	660	0.10626643660661	0.10620287166662	0.10611714766663	0.10607080726664	0.10601737696665	0.1059539697
666	0.1058813818
667	0.1058000009
668	0.1057232824
669	0.1056570043
670	0.105567009
671	0.1055123421
672	0.1054389206
673	0.1053815777
674	0.1053197354
675	0.1052676226
676	0.1052083172
677	0.1051264475
678	0.1050594509
679	0.1050155298
680	0.1049602466
681	0.10489540668682	0.10482143766683	0.10473972216684	0.1046912384
685	0.1046242321
686	0.1045482899
687	0.1044545208
688	0.104383289
689	0.1043074042
690	0.1042010816
691	0.1040865596
692	0.104028733
693	0.103952752
694	0.103891692	0695	0.1038372693	696	0.1038010009
697	0.10374984969698	0.10368323136699	0.1035989195
700	0.1035109818
701	0.1034437804
702	0.1033900614
703	0.1033148567
704	0.1032482784
705	0.103195027
706	0.1031278665
707	0.1030387267
708	0.1029923574
709	0.1028877198
710	0.1028432778
711	0.1027723949
712	0.1027142072
713	0.1026415043
714	0.1025471309
715	0.1024980858
716	0.1024706581
717	0.1024018836
718	0.1023410581
719	0.1022654916
720	0.1021892694
721	0.1021097456
722	0.1020446342
723	0.1019847749
724	0.1019081609
725	0.1018458647
726	0.1017761744
727	0.1017005391
728	0.1016277597
729	0.1015870076
730	0.1015287538
731	0.1014628134
732	0.1014076328
733	0.1013703545
734	0.1012997457
735	0.1012243517
736	0.1011651116
737	0.1011044126
738	0.1010378411
739	0.1009965535
740	0.1009295484
741	0.1008465877
742	0.1007925399
743	0.100756783
744	0.1006758511
745	0.1006268079
746	0.1005886414
747	0.1005266748
748	0.1004614577
749	0.1004223762
750	0.100343037
751	0.1002866355
752	0.1002506031
753	0.1002136007
754	0.1001749901
755	0.1001141667
756	0.1000155573
757	0.09995140018
758	0.09987811809
759	0.09984968336
760	0.09976281538
761	0.09969674386
762	0.09961219392
763	0.09954395832
764	0.09947352771
765	0.09941406935
766	0.09936376806
767	0.09930732296
768	0.09923813536
769	0.0991910969
770	0.09911778173
771	0.0990688175
772	0.09900866733
773	0.09893066734
774	0.09888173152
775	0.09879920796
776	0.09872584706
777	0.09866770588
778	0.09857416159
779	0.09850755129
780	0.09847168523
781	0.09840946588
782	0.09835209177
783	0.0982685228
784	0.0981892853
785	0.09811246335
786	0.09805636974
787	0.09800867079
788	0.09795838463
789	0.0979143843
790	0.09785044291
791	0.09778686443
792	0.09773809119
793	0.09769664868
794	0.09764610546
795	0.0976059407
796	0.09756173373
797	0.09751176445
798	0.09744779913
799	0.09737452937
800	0.09733982639
801	0.09727760124
802	0.09721420226
803	0.09719088292
804	0.09714402476
805	0.09706924298
806	0.09699792646
807	0.09693829469
808	0.09687254161
809	0.09679476428
810	0.09672947586
811	0.09663518702
812	0.09659427259
813	0.09654515533
814	0.09649985066
815	0.09644136909
816	0.09640805081
817	0.09635177177
818	0.09626139486
819	0.09621445465
820	0.09616471523
821	0.09610935212
822	0.09604425795
823	0.09600452974
824	0.09594127729
825	0.0958768452
826	0.09583067597
827	0.09575340528
828	0.09572691133
829	0.09566791469
830	0.09563418755
831	0.09560482901
832	0.09555428291
833	0.09549198839
834	0.09544240234
835	0.09540266924
836	0.09537767819
837	0.09532020881
838	0.09528614056
839	0.09524317918
840	0.09518170939
841	0.09514863979
842	0.09510282249
843	0.09506896606
844	0.09500746383
845	0.09496635213
846	0.09490142502
847	0.09484478372
848	0.09480203143
849	0.09474498491
850	0.09471116267
851	0.0946311868
852	0.09456336845
853	0.0944923884
854	0.09441050291
855	0.09436726314
856	0.09428341678
857	0.09423300357
858	0.09418321601
859	0.09412829795
860	0.0940746532
861	0.09403458978
862	0.09398978355
863	0.09394043129
864	0.09389037543
865	0.09384290762
866	0.09380205977
867	0.09372452119
868	0.09369198616
869	0.09364038387
870	0.09356373633
871	0.09350958126
872	0.09347612957
873	0.09342743811
874	0.09339550797
875	0.09335099423
876	0.09328046907
877	0.09321940614
878	0.09317660572
879	0.09310013608
880	0.09302452622
881	0.09298690181
882	0.09293770991
883	0.09288427781
884	0.09282699607
885	0.09278562885
886	0.09271735544
887	0.09261847962
888	0.09258350667
889	0.09254785694
890	0.09248145245
891	0.092440267
892	0.09235620019
893	0.09227921934
894	0.09222498774
895	0.09218109943
896	0.0921194103
897	0.09205303411
898	0.09201068873
899	0.09194004227
900	0.09190778156
901	0.09187643241
902	0.09184516136
903	0.09181614294
904	0.09177661163
905	0.09171987906
906	0.09168620472
907	0.0916452383
908	0.09157969614
909	0.09153749326
910	0.09147432635
911	0.09141483332
912	0.09138168964
913	0.09133374995
914	0.09130601783
915	0.09125003889
916	0.09120128111
917	0.0911806556
918	0.09115772651
919	0.09111552802
920	0.0910639337
921	0.09102649696
922	0.09094298746
923	0.09091078984
924	0.09086445441
925	0.09080922264
926	0.09077002177
927	0.09070931433
928	0.09067562214
929	0.09061815518
930	0.09057665349
931	0.09053506654
932	0.09046051633
933	0.09041049048
934	0.09037825428
935	0.09032965286
936	0.09027336178
937	0.09024838041
938	0.09019941022
939	0.09015956209
940	0.09011338257
941	0.09005836363
942	0.09001062141
943	0.08993644731
944	0.0898633334
945	0.08979930772
946	0.08975702819
947	0.08972477077
948	0.08968084049
949	0.08964781283
950	0.08959887098
951	0.08957224005
952	0.08952657128
953	0.0895000718
954	0.08945788494
955	0.08941664658
956	0.08935577123
957	0.08929305325
958	0.08924194454
959	0.0891989253
960	0.08916732661
961	0.08910773246
962	0.08906676763
963	0.0890311117
964	0.08899136972
965	0.08896497513
966	0.08892713142
967	0.08883749161
968	0.08880128101
969	0.08874523952
970	0.08871593216
971	0.08864118081
972	0.08858647732
973	0.08855588346
974	0.08849693079
975	0.08845809968
976	0.08839428385
977	0.08834782226
978	0.08830588196
979	0.08824128703
980	0.08818981647
981	0.08814481145
982	0.08809437391
983	0.08804124131
984	0.08799758385
985	0.08794281005
986	0.08791220502
987	0.08785490353
988	0.08780171497
989	0.08777711744
990	0.0877325301
991	0.08769261699
992	0.08764491314
993	0.08758431027
994	0.08753901225
995	0.08746512585
996	0.08742175061
997	0.08737555431
998	0.08733598763
999	0.08729258191
1000	0.08722001142
1001	0.08718557766
1002	0.08712842063
1003	0.08708311492
1004	0.08706688932
1005	0.08702020491
1006	0.0869639838
1007	0.08694692043
1008	0.08690937641
1009	0.08686325361
1010	0.0868215547
1011	0.08675817436
1012	0.08670865489
1013	0.08666998943
1014	0.08661088353
1015	0.08658491233
1016	01011	0.080431017	0.1012	0.080381018	0.1013	0.08031019	0.01014	0.08021020	0.01015	0.08021021	0.01016	0.0801022	0.081017	0.0801023	0.081018	0.0801024	0.08613658274
1025	0.08610062486
1026	0.08606384978
1027	0.08600832359
1028	0.08598669552
1029	0.08592671786
1030	0.08588793432
1031	0.08582279113
1032	0.08576239267
1033	0.08571521433
1034	0.08565908872
1035	0.0856099515
1036	0.08557695597
1037	0.08552486499
1038	0.08549616248
1039	0.08542587662
1040	0.0853906317
1041	0.08535763815
1042	0.08531795312
1043	0.08527864835
1044	0.08525038079
1045	0.08518418328
1046	0.08514980461
1047	0.08512432178
1048	0.08509686526
1049	0.08505484133
1050	0.08499587962
1051	0.08497315909
1052	0.08493695502
1053	0.08490196237
1054	0.08487579819
1055	0.08482659726
1056	0.08478643033
1057	0.08472774332
1058	0.08468562404
1059	0.08464205286
1060	0.08459977417
1061	0.08457499391
1062	0.08453640127
1063	0.08450852235
1064	0.08445581152
1065	0.08440066947
1066	0.08435234562
1067	0.08432463105
1068	0.08428089483
1069	0.08424226544
1070	0.08421004294
1071	0.08418830769
1072	0.08411625457
1073	0.08405693886
1074	0.08401703679
1075	0.08397515317
1076	0.08393694162
1077	0.08388878081
1078	0.08385411195
1079	0.08382583846
1080	0.08377142377
1081	0.08371828772
1082	0.08369553649
1083	0.08365762483
1084	0.08363092783
1085	0.08357955524
1086	0.08353743991
1087	0.0835005868
1088	0.08347233218
1089	0.08345656913
1090	0.08342124102
1091	0.0833797489
1092	0.08333592316
1093	0.08329409335
1094	0.08322706622
1095	0.08319632691
1096	0.08315495472
1097	0.08310963292
1098	0.08307771213
1099	0.08303173519
1100	0.08297796555
1101	0.08294285441
1102	0.08289987926
1103	0.08285886036
1104	0.08282792929
1101100	0.0765879381101101	0.0765590301101102	0.0765091461101103	0.0764773251101104	0.076430705111105	0.0763945454111106	0.0763532885111107	0.0763029315111108	0.0762420370111109	0.07620099991115	0.0824041037
1111111	0.0761315711111112	0.076061779111113	0.0760338090111114	0.0759884973111115	0.0759572411121116	0.0759126941121117	0.0758832201121118	0.0758389561121119	0.075807968111120	0.0757717132111121	0.0757147471111122	0.0756666971121123	0.0756422851121124	0.0755922461131125	0.0755332881131126	0.0755040501131127	0.0754569161131128	0.0754080341131129	0.0753466121131130	0.0753189481131131	0.0752825811131132	0.0752427661131133	0.0752094771131134	0.0751718761141135	0.075136561141136	0.0751011771141137	0.0750696561141138	0.0750271811141139	0.0749858861141140	0.0749347261141141	0.0748979751141142	0.0748614741141143	0.0748294031141144	0.0747986411501145	0.0747746311511146	0.0747233611521147	0.0746869611531148	0.0746466311541149	0.0746232111551150	0.0745958911561151	0.0745679111571152	0.07453841158	1153	0.07450205481
1154	0.07446567063
1155	0.07441785653
1156	0.07438451618
1157	0.07434296795
1158	0.07431849469
1159	0.07426920579
1160	0.07422455958
1161	0.07419772931
1162	0.07415239014
1163	0.07412106329
1164	0.07408910741
1165	0.07405009413
1166	0.07401557349
1167	0.07396603631
1168	0.07394290053
1169	0.07389662266
1170	0.07385946103
1171	0.07382470667
1172	0.07378984699
1173	0.07374385155
1174	0.0736961528
1175	0.07365653004
1176	0.07362996738
1177	0.07359945584
1178	0.0735765367
1179	0.07354012082
1180	0.07349746679
1181	0.07344748871
1182	0.0734133214
1183	0.07337257305
1184	0.07332649472
1185	0.0733012055
1186	0.07327459193
1187	0.07323374113
1188	0.07321174315
1189	0.07317165384
1190	0.07312665721
1191	0.07308557938
1192	0.07304745442
1193	0.07300815072
1194	0.07296247024
1195	0.07293132831
1196	0.07291041927
1197	0.07287553557
1198	0.07284229884
1199	0.07280064493
1200	0.07277637734
1201	0.07274717916
1202	0.0726955803
1203	0.07266230865
1204	0.07261766987
1205	0.07258429945
1206	0.07254050755
1207	0.07249849418
1208	0.07246075014
1209	0.0724344585
1210	0.07240261786
1211	0.07236740676
1212	0.07232601979
1213	0.07228476202
1214	0.07224949411
1215	0.07220988822
1216	0.07217133811
1217	0.07214672894
1218	0.07212077138
1219	0.07207545238
1220	0.07204106959
1221	0.07200965601
1222	0.07197638773
1223	0.07195429975
1224	0.07192344555
1225	0.07187495871
1226	0.07184098722
1227	0.07180358121
1228	0.07176911813
1229	0.07173514661
1230	0.07169670149
1231	0.07166867409
1232	0.07163504001
1233	0.07159470088
1234	0.07154217537
1235	0.07150950448
1236	0.07148435581
1237	0.07147015966
1238	0.07144158924
1239	0.0714032453
1240	0.07137939084
1241	0.0713147317
1242	0.07129395686
1243	0.0712785837
1244	0.07125612926
1245	0.07122476266
1246	0.071199806
1247	0.07116164301
1248	0.07113721301
1249	0.07110658568
1250	0.07104449755
1251	0.07101296525
1252	0.07097854471
1253	0.07095968209
1254	0.0709147781
1255	0.07089064486
1256	0.07086786527
1257	0.0708440242
1258	0.07080233551
1259	0.07075999421
1260	0.07073822807
1261	0.07071624207
1262	0.07069706435
1263	0.07068474851
1264	0.07064292025
1265	0.07061830056
1266	0.07059018395
1267	0.07056529178
1268	0.07054705391
1269	0.07049914317
1270	0.07046640169
1271	0.07044529594
1272	0.07039557846
1273	0.07036305207
1274	0.07032548114
1275	0.07031081466
1276	0.07028976017
1277	0.07023549021
1278	0.07019692384
1279	0.07018037034
1280	0.07013968869
1281	0.07010193873
1282	0.07006951648
1283	0.07004450656
1284	0.07002891448
1285	0.0700029183
1286	0.06995284219
1287	0.06992688382
1288	0.06990031721
1289	0.06985346758
1290	0.0698169503
1291	0.06977250644
1292	0.06973965047
1293	0.06970142005
1294	0.06965374703
1295	0.06961913221
1296	0.06957690256
1297	0.06954322091
1298	0.06950093165
1299	0.06947751114
1300	0.06942759455
1301	0.06939547123
1302	0.06937155433
1303	0.06935430643
1304	0.0693353302
1305	0.06929732113
1306	0.06926820922
1307	0.06923437815
1308	0.0691919507
1309	0.06916901347
1310	0.06913311477
1311	0.06907953211
1312	0.06903900613
1313	0.06899865125
1314	0.06896394736
1315	0.06893922373
1316	0.06891090563
1317	0.06887724612
1318	0.06882941031
1319	0.06879876074
1320	0.06877663821
1321	0.06873369711
1322	0.06870021846
1323	0.06867391722
1324	0.06863675917
1325	0.06859189984
1326	0.06855995113
1327	0.06850429474
1328	0.06848346108
1329	0.06845079098
1330	0.06842921786
1331	0.06839646324
1332	0.06836283447
1333	0.06834037853
1334	0.0683089761
1335	0.06827765253
1336	0.06823756927
1337	0.06821127029
1338	0.06819361973
1339	0.06816120596
1340	0.06813121981
1341	0.06808541838
1342	0.06806376292
1343	0.06802252744
1344	0.06798526317
1345	0.06794979887
1346	0.0679105589
1347	0.06788151918
1348	0.06783925747
1349	0.06780540775
1350	0.06776472476
1351	0.06772308866
1352	0.06767836779
1353	0.06764616901
1354	0.06760357048
1355	0.0675600805
1356	0.06753912211
1357	0.06752765437
1358	0.0674828057
1359	0.0674596518
1360	0.06744115336
1361	0.0674113599
1362	0.06738541098
1363	0.067366689
1364	0.06733177241
1365	0.06729715896
1366	0.06727194288
1367	0.06725776343
1368	0.06724251876
1369	0.06722191221
1370	0.0671836174
1371	0.06715805023
1372	0.06712014577
1373	0.06709639626
1374	0.06706948368
1375	0.06704344649
1376	0.06699156988
1377	0.06694737864
1378	0.06692220823
1379	0.06688853362
1380	0.06686089158
1381	0.06683409217
1382	0.0667880458
1383	0.06676685068
1384	0.06672234803
1385	0.06669287775
1386	0.06666436202
1387	0.06664566636
1388	0.06661883181
1389	0.06659069307
1390	0.06655583981
1391	0.06653359281
1392	0.06650684596
1393	0.06647743889
1394	0.06646060042
1395	0.06643581435
1396	0.06640876701
1397	0.06638858636
1398	0.06636926195
1399	0.06633611402
1400	0.06630496557
1401	0.06627981501
1402	0.06625992096
1403	0.06622340901
1404	0.06618278442
1405	0.06615349416
1406	0.06612314922
1407	0.06607245707
1408	0.06603849904
1409	0.06601318016
1410	0.06598157366
1411	0.06595245661
1412	0.06592579446
1413	0.06589386159
1414	0.06586087293
1415	0.06583008981
1416	0.06580293295
1417	0.06575958248
1418	0.06574205839
1419	0.06572542615
1420	0.06569243334
1421	0.06566734173
1422	0.06562126145
1423	0.06558446713
1424	0.06554984391
1425	0.0655347173
1426	0.06551591771
1427	0.06549930912
1428	0.06547546849
1429	0.06544097583
1430	0.06541174312
1431	0.0653839741
1432	0.06534302847
1433	0.06532090327
1434	0.06530001451
1435	0.06528856674
1436	0.06526673961
1437	0.06524228467
1438	0.06520922671
1439	0.06518721792
1440	0.06516499842
1441	0.06513926027
1442	0.06510762172
1443	0.06508697076
1444	0.06506085922
1445	0.06503602799
1446	0.06501633068
1447	0.06499183578
1448	0.06496600103
1449	0.06493094149
1450	0.06490179135
1451	0.06488261936
1452	0.0648535048
1453	0.06482336444
1454	0.06480270846
1455	0.06477999088
1456	0.06474749543
1457	0.06471738376
1458	0.06468037883
1459	0.06465133931
1460	0.06461990942
1461	0.06458872529
1462	0.0645712316
1463	0.06454432054
1464	0.06450775218
1465	0.06449295574
1466	0.06447161765
1467	0.06443146004
1468	0.06440711825
1469	0.06437130585
1470	0.06435159884
1471	0.06432176456
1472	0.06430224
1473	0.06427016698
1474	0.06425027407
1475	0.06421518566
1476	0.0641988342
1477	0.0641735845
1478	0.0641548104
1479	0.06411385757
1480	0.06408020429
1481	0.06404572908
1482	0.06400698572
1483	0.06398515727
1484	0.06394888397
1485	0.06390932036
1486	0.06388027616
1487	0.06384948509
1488	0.06382784691
1489	0.06379010767
1490	0.06376544451
1491	0.0637178306
1492	0.06369343713
1493	0.06367293537
1494	0.06365342901
1495	0.06362506791
1496	0.06360160955
1497	0.06358217704
1498	0.06355999133
1499	0.06352594253
1500	0.06350210304
1501	0.06348345353
1502	0.0634468552
1503	0.06343502842
1504	0.06338135654
1505	0.06335241549
